Id,Y
20001,0.4437525700522822
20002,0.8691378331277292
20003,0.3627836848185788
20004,0.5492568877401163
20005,0.5610252795237816
20006,0.0032505042197810805
20007,0.2064265993068202
20008,0.8802012962854178
20009,0.8723883373475102
20010,0.23523076621825373
20011,0.291683800348548
20012,0.07746382345454189
20013,0.6355714817208091
20014,0.16975072940531438
20015,0.3876520002349762
20016,0.31782490356184767
20017,0.010691417493978735
20018,0.09555699152127514
20019,0.46090583328437995
20020,0.5720887426814701
20021,0.5556795707767922
20022,0.16348469717441108
20023,0.22587088057334195
20024,0.7734633535021246
20025,0.9909338346159118
20026,0.42912530106326735
20027,0.570169770310756
20028,0.5984452407527071
20029,0.024652920558460124
20030,0.7547044195108579
20031,0.5342967357888347
20032,0.7172844582819323
20033,0.9286455579705888
20034,0.3514852454522313
20035,0.053124204507626935
20036,0.1803050774442421
20037,0.2737472830875874
20038,0.9662809140574516
20039,0.4604358808670622
20040,0.6575221758796922
20041,0.4708531594509389
20042,0.40274922164130883
20043,0.47241966750866476
20044,0.5606532338600717
20045,0.2563394622961092
20046,0.4913939963578688
20047,0.6433452779572735
20048,0.8995672521490532
20049,0.10634631576886173
20050,0.18267442088155242
20051,0.8779102782509938
20052,0.2948559791654428
20053,0.6187511014509781
20054,0.6164992461179972
20055,0.5617497895004797
20056,0.17155221367169907
20057,0.9960054044527992
20058,0.4498423701266913
20059,0.6017349076739313
20060,0.7652783489005072
20061,0.35395249564314946
20062,0.19726252716912412
20063,0.6554269713524838
20064,0.636354735749672
20065,0.2865730678102176
20066,0.6201413773522098
20067,0.5696802365427167
20068,0.5230766218253735
20069,0.8687070434118546
20070,0.5182596095478667
20071,0.43294366445397403
20072,0.8840000783254028
20073,0.7742466075309875
20074,0.5084493528363586
20075,0.8137030292349566
20076,0.12236386065910826
20077,0.31966555052967555
20078,0.04646654526229219
20079,0.33239342849869785
20080,0.8749143315905931
20081,0.0734300652058979
20082,0.3995966241751356
20083,0.18494585756525486
20084,0.5069807515322406
20085,0.731872564569504
20086,0.9314456911237737
20087,0.841645616714641
20088,0.8905794121678513
20089,0.8880925806262115
20090,0.651804421468993
20091,0.15159881728641642
20092,0.5545634337856625
20093,0.6706808435645891
20094,0.8521020579999609
20095,0.712624096810198
20096,0.5463980105347667
20097,0.6993283596702501
20098,0.5271495427754607
20099,0.7895592237952574
20100,0.6276801973800152
20101,0.2246176741271613
20102,0.5968787326949813
20103,0.41353854588889544
20104,0.25011259276664904
20105,0.05138146429340696
20106,0.09959074976991913
20107,0.5621218351641897
20108,0.48912255967416635
20109,0.960445671542423
20110,0.7714660557285241
20111,0.8313262448843721
20112,0.7096673128512405
20113,0.8968454443987546
20114,0.7313634494507432
20115,0.09545908476766728
20116,0.5323777634181206
20117,0.3148877009536118
20118,0.4585169084963481
20119,0.4205095067457753
20120,0.639742309424504
20121,0.6851122990463883
20122,0.484325128747381
20123,0.34347647300710804
20124,0.06873054103272044
20125,0.2650140006657659
20126,0.24555013804852258
20127,0.21980066184965438
20128,0.2991247136227457
20129,0.8251385380563552
20130,0.5869118251777008
20131,0.9197360433922732
20132,0.1561416906538213
20133,0.06201413773522098
20134,0.5470050324071355
20135,0.4094264622373651
20136,0.8245315161839863
20137,0.7126045154594763
20138,0.3507607354755331
20139,0.6032035089780493
20140,0.699426266423858
20141,0.029959466604006346
20142,0.10150972214063327
20143,0.8048326773580842
20144,0.7130940492275157
20145,0.9944584777457949
20146,0.5191799330317806
20147,0.37948657698408034
20148,0.3517006403101686
20149,0.3334312400869412
20150,0.3358789089271378
20151,0.501419647927314
20152,0.07857996044567155
20153,0.3913332941706319
20154,0.3671503260294895
20155,0.16105660968493607
20156,0.26213554210969475
20157,0.045683291233429284
20158,0.264093677181852
20159,0.5230766218253735
20160,0.8640271005893987
20161,0.4050206583250113
20162,0.9597015802150032
20163,0.5372339383970707
20164,0.6384891029783234
20165,0.8857623998903444
20166,0.5249760128453661
20167,0.18553329808690203
20168,0.30791674009673187
20169,0.5542501321741173
20170,0.7695275020070884
20171,0.41569249446826845
20172,0.9694530928743464
20173,0.9574105621805792
20174,0.09886623979322094
20175,0.4156141690653821
20176,0.9600932072294347
20177,0.2653664649787542
20178,0.762399890344436
20179,0.3317472439248859
20180,0.6907908907556444
20181,0.6153243650747029
20182,0.30080870978480095
20183,0.10446650609959075
20184,0.22567506706612622
20185,0.12304920793436332
20186,0.8414693845581468
20187,0.41400849830621317
20188,0.3233664258160528
20189,0.9443498012492901
20190,0.8885821143942509
20191,0.6609097495545243
20192,0.7159333450821438
20193,0.09483248154457695
20194,0.5882433570267677
20195,0.9954962893340382
20196,0.9281168615011064
20197,0.9320331316454209
20198,0.37517867982533437
20199,0.942665805087235
20200,0.5238402945035149
20201,0.11713564001644833
20202,0.10630715306741859
20203,0.6838590926002076
20204,0.9728798292506217
20205,0.966085100550236
20206,0.41026846031839276
20207,0.019228886408584465
20208,0.13475885566586382
20209,0.6011083044508411
20210,0.6584424993636061
20211,0.1562200160567076
20212,0.2489377117233547
20213,0.4902778593667391
20214,0.24795864418727603
20215,0.4691495819381621
20216,0.6597152871605083
20217,0.20869803599052264
20218,0.8857623998903444
20219,0.799291155103879
20220,0.4040024280874895
20221,0.5595958409211067
20222,0.04587910474064501
20223,0.00444496661379702
20224,0.24699915800191896
20225,0.7022263995770428
20226,0.3833636844269518
20227,0.042530693767256066
20228,0.8451506784938025
20229,0.7205545438524349
20230,0.03027276821555151
20231,0.49591728837455207
20232,0.9696684877322838
20233,0.15878517300123363
20234,0.13299653410092227
20235,0.9275881650316239
20236,0.049814956235681135
20237,0.5450664786856997
20238,0.2066224128140359
20239,0.6286788462668155
20240,0.000607021872368756
20241,0.21739215571090093
20242,0.7185768274295561
20243,0.9809865084493529
20244,0.21167440130020168
20245,0.10828486949029745
20246,0.18809845503142808
20247,0.8311695940785996
20248,0.8785173001233625
20249,0.9564902386966653
20250,0.5769840803618633
20251,0.7092952671875306
20252,0.7363371125340226
20253,0.055650198750709826
20254,0.07926530772092659
20255,0.8563707924572637
20256,0.9343633123812881
20257,0.557794356654722
20258,0.3375237423877499
20259,0.5833871820478177
20260,0.0316434627660616
20261,0.6624958389629717
20262,0.8052438857232372
20263,0.9460337974113454
20264,0.5492960504415595
20265,0.7431514225851299
20266,0.7576807848205369
20267,0.6327517672169026
20268,0.6514127944545615
20269,0.9700601147467153
20270,0.5936673911766434
20271,0.44694433021989854
20272,0.3871624664669369
20273,0.5715404648612661
20274,0.028902073665041415
20275,0.4366445397403513
20276,0.7374336681744307
20277,0.23098161311167245
20278,0.6293837748927921
20279,0.3390119250425894
20280,0.5870880573341949
20281,0.3621179188940453
20282,0.5029665746343183
20283,0.7199083592786231
20284,0.9389649298008577
20285,0.5285202373259708
20286,0.8179717636922595
20287,0.8775382325872839
20288,0.27838806320860016
20289,0.47040278838434274
20290,0.00039162701443145546
20291,0.8072020207953945
20292,0.7491237345552096
20293,0.4353913332941706
20294,0.6046525289314457
20295,0.428498697840177
20296,0.8693140652842233
20297,0.24357242162564374
20298,0.9041492882179013
20299,0.3739646360805968
20300,0.5515870684759835
20301,0.2753137911453132
20302,0.2250288824923143
20303,0.6301474475709334
20304,0.6403493312968729
20305,0.33446905167518454
20306,0.87624586343966
20307,0.5575985431475063
20308,0.40954395034169455
20309,0.4845405236053183
20310,0.0376157747361413
20311,0.8882492314319842
20312,0.018014842663846953
20313,0.0980242417121933
20314,0.7803559889561182
20315,0.7480859229669663
20316,0.12071902719849616
20317,0.07000332882962267
20318,0.600422957175586
20319,0.8801229708825314
20320,0.031173510348743855
20321,0.9370067947287004
20322,0.6998962188411757
20323,0.7222581213652117
20324,0.5721670680843565
20325,0.504493919990601
20326,0.11355225283440051
20327,0.8608353404217823
20328,0.4620415516262312
20329,0.08404315729699034
20330,0.6140907399792438
20331,0.868002114785878
20332,0.10389864692866514
20333,0.33208012688715266
20334,0.11883921752922516
20335,0.8937711723354677
20336,0.3081908790068339
20337,0.8400986900076367
20338,0.056550940883902175
20339,0.36948050676535665
20340,0.6591474279895827
20341,0.9284301631126515
20342,0.9673383069964167
20343,0.24588302101078932
20344,0.954257964714406
20345,0.013726526855822515
20346,0.2725136579921283
20347,0.36891264759443104
20348,0.5719712545771407
20349,0.03902563198809454
20350,0.27729150756819204
20351,0.0349527110380074
20352,0.8417631048189704
20353,0.15028686678807104
20354,0.060800093990483466
20355,0.4324149679844916
20356,0.4087606963128317
20357,0.06403101685954297
20358,0.47018739352640543
20359,0.14041786602439837
20360,0.7523350760735475
20361,0.4581448628326382
20362,0.9597407429164464
20363,0.17321662848303276
20364,0.42415163797998784
20365,0.25430300182106563
20366,0.5088605612015117
20367,0.8914997356517652
20368,0.9473065852082476
20369,0.8307779670641681
20370,0.5615931386947072
20371,0.7993890618574869
20372,0.03669545125222738
20373,0.6025181617027943
20374,0.4505081360512248
20375,0.5176525876754978
20376,0.4876147956686052
20377,0.6862871800896826
20378,0.06226869529460142
20379,0.4900037204566371
20380,0.20207953944663104
20381,0.27443263036284243
20382,0.3002016879124322
20383,0.15737531574928038
20384,0.7879339716853668
20385,0.36360610154888484
20386,0.5645499226536647
20387,0.16305390745853648
20388,0.06356106444222523
20389,0.9917562513462178
20390,0.3840686130529284
20391,0.49110027609704515
20392,0.6116430711390471
20393,0.29095929037184987
20394,0.45918267442088156
20395,0.43402063874366054
20396,0.3619612680882727
20397,0.03465899077718381
20398,0.6525093500949696
20399,0.8861148642033327
20400,0.16046916916328888
20401,0.8746206113297695
20402,0.677514734966418
20403,0.4752981260647359
20404,0.03939767765180442
20405,0.8149562356811373
20406,0.44308680412774876
20407,0.10573929389649298
20408,0.009673187256456951
20409,0.7032446298145646
20410,0.42360336015978384
20411,0.2309424504102293
20412,0.2692044097201825
20413,0.13861638175801366
20414,0.26707004249153105
20415,0.9446631028608353
20416,0.5260138244336094
20417,0.5192582584346668
20418,0.45242710842193895
20419,0.1277291507568192
20420,0.1660694354696587
20421,0.07521196812156103
20422,0.5543480389277252
20423,0.22222874933912942
20424,0.03180011357183418
20425,0.04585952338992344
20426,0.09293309052458439
20427,0.1425522332530498
20428,0.2572793671307447
20429,0.3885919050696117
20430,0.10188176780434315
20431,0.9312302962658364
20432,0.7253128120777771
20433,0.8441716109577239
20434,0.8262546750474847
20435,0.048953376803931935
20436,0.2011592159627171
20437,0.905715796275627
20438,0.6579333842448452
20439,0.39519082026278174
20440,0.01029979047954728
20441,0.2044097201824982
20442,0.48264113258532576
20443,0.24443400105739294
20444,0.7385106424641171
20445,0.7759110223423211
20446,0.6598327752648377
20447,0.8071432767432297
20448,0.7117037733262841
20449,0.6771231079519865
20450,0.6384695216276018
20451,0.6523331179384754
20452,0.5987781237149739
20453,0.2642894906890677
20454,0.8201061309209109
20455,0.14280679081243025
20456,0.6852689498521608
20457,0.6186336133466487
20458,0.7964322778985294
20459,0.8317766159509683
20460,0.9743092678532965
20461,0.4826607139360473
20462,0.9938710372241477
20463,0.1490140789911688
20464,0.06269948501047602
20465,0.09812214846580117
20466,0.027081008047935146
20467,0.571912510524976
20468,0.9507529029352445
20469,0.4456519610722748
20470,0.3310423152989093
20471,0.7647104897295816
20472,0.32563786249975524
20473,0.5425600657933384
20474,0.6249583896297166
20475,0.0011748810432943664
20476,0.6609880749574105
20477,0.7433668174430672
20478,0.17560555327106464
20479,0.6222757445808612
20480,0.3124400321134152
20481,0.4487066517848401
20482,0.8987056727173041
20483,0.8845483561456069
20484,0.3185689948892675
20485,0.6855430887622628
20486,0.9430182694002233
20487,0.17911061505022616
20488,0.9566273081517163
20489,0.7770075779827292
20490,0.29397481838297207
20491,0.03414987565842292
20492,0.07599522215042394
20493,0.9133133603555973
20494,0.6827233742583564
20495,0.5017133681881376
20496,0.5607315592629579
20497,0.7316963324130098
20498,0.9588987448354187
20499,0.06876970373416358
20500,0.052634670739587615
20501,0.8895024378781649
20502,0.38103350369108463
20503,0.6618888170906029
20504,0.45550138048522587
20505,0.6168517104309855
20506,0.9797528833538938
20507,0.4359004484129315
20508,0.9917758326969395
20509,0.6818030507744425
20510,0.2677749711175077
20511,0.334723609234565
20512,0.8815524094852063
20513,0.8869568622843603
20514,0.6085492177250387
20515,0.2809532201531262
20516,0.2998492235994439
20517,0.23930368716834088
20518,0.19287630460749183
20519,0.6962736689576847
20520,0.8340480526346707
20521,0.3709099453680315
20522,0.7340852572010417
20523,0.4090739979243768
20524,0.19070277467739724
20525,0.43674244649395916
20526,0.4646850339736435
20527,0.636354735749672
20528,0.8003289666921224
20529,0.7853688147408409
20530,0.27030096536059056
20531,0.07341048385517633
20532,0.05392703988721142
